layer,proj,n_tokens,A_bos,A_p1_7,A_rest,G_bos,G_p1_7,G_rest,AG_bos,AG_p1_7,AG_rest,G_over_A_bos,G_over_A_p1_7,g_bos_over_median,g_p1_7_max_over_median
29,k_proj,59866,0.0004213,0.01454,0.985,0.5392,0.0201,0.4407,0.1884,0.03568,0.7759,1280,1.383,5347,7077
29,v_proj,59866,0.0004213,0.01454,0.985,0.9081,0.004215,0.08771,0.6808,0.01379,0.3054,2155,0.2899,2.422e+04,1462
29,o_proj,59866,0.0002884,0.008875,0.9908,0.02589,0.02651,0.9476,0.004046,0.01719,0.9788,89.78,2.987,57.72,323.7
29,gate_proj,59866,0.0003054,0.01424,0.9855,0.2118,0.02093,0.7672,0.03597,0.02417,0.9399,693.5,1.469,758.2,569.3
29,up_proj,59866,0.0003054,0.01424,0.9855,0.09765,0.02148,0.8809,0.01486,0.02226,0.9629,319.7,1.508,282.3,352.5
29,down_proj,59866,0.002115,0.01424,0.9836,0.007168,0.02598,0.9669,0.007064,0.02625,0.9667,3.388,1.824,14.09,184.4
30,q_proj,59866,0.0006853,0.01498,0.9843,3.271e-17,0.01579,0.9842,1.054e-17,0.01665,0.9833,4.773e-14,1.054,1e-13,572.2
30,k_proj,59866,0.0006853,0.01498,0.9843,0.3536,0.02218,0.6242,0.1484,0.02974,0.8219,515.9,1.481,1706,705.9
30,v_proj,59866,0.0006853,0.01498,0.9843,0.8913,0.004302,0.1044,0.732,0.01074,0.2573,1301,0.2872,1.455e+04,892.4
30,o_proj,59866,0.00024,0.007604,0.9922,0.004925,0.02598,0.9691,0.0007033,0.01703,0.9823,20.52,3.417,10.19,185.7
30,gate_proj,59866,0.001469,0.01451,0.984,0.08404,0.02299,0.893,0.0576,0.02318,0.9192,57.22,1.585,211.7,212.4
30,up_proj,59866,0.001469,0.01451,0.984,0.03375,0.02172,0.9445,0.02297,0.02175,0.9553,22.98,1.497,71.67,100.5
30,down_proj,59866,0.0145,0.01498,0.9705,0.004495,0.02444,0.9711,0.02946,0.02493,0.9456,0.31,1.632,7.781,123.5
31,q_proj,59866,0.0007082,0.01495,0.9843,2.387e-16,0.01698,0.983,9.645e-17,0.0181,0.9819,3.37e-13,1.136,1.125e-12,2678
31,k_proj,59866,0.0007082,0.01495,0.9843,0.6519,0.0154,0.3327,0.3978,0.02896,0.5733,920.5,1.03,4597,1095
31,v_proj,59866,0.0007082,0.01495,0.9843,0.8658,0.004864,0.1294,0.689,0.01181,0.2992,1223,0.3254,7407,740.2
31,o_proj,59866,0.001071,0.01133,0.9876,0.0001271,0.02409,0.9758,6.749e-05,0.0198,0.9801,0.1188,2.126,0.2313,73.98
31,gate_proj,59866,0.0006746,0.01217,0.9872,0.001839,0.01422,0.9839,0.0005741,0.01151,0.9879,2.726,1.168,1.586,33.06
31,up_proj,59866,0.0006746,0.01217,0.9872,0.0003925,0.009517,0.9901,0.0001238,0.007884,0.992,0.5819,0.7819,0.3165,16.44
31,down_proj,59866,0.1993,0.009157,0.7915,8.136e-05,0.0196,0.9803,0.01088,0.01723,0.9719,0.0004082,2.14,0.0613,13.83
